"","rating","plan","state","type","ncqa","consumersat","prevention","treatment","instype"
"150",NA,"[ No Data Submitted for Accounts ]","NC","[ No Data Submitted for Accounts ]","[ No Data Submitted for Accounts ]",NA,NA,NA,"Medicaid"
"995",4,"Medica Health Plans (MHP)","ND","HMO/POS","Yes",2,3.5,3.5,"Commercial"
"1094",4,"Medica Insurance Company (MIC)","ND","PPO","Yes",2,3.5,3.5,"Commercial"
"1189",4,"Medica Self-Insured (MSI)","ND","PPO","Yes",2,3.5,3.5,"Commercial"
"1283",3.5,"Sanford Health Plan","ND","HMO","Yes",2,3.5,3.5,"Commercial"
"1381",NA,"Aetna Life Insurance Company (North Dakota)","ND","PPO/EPO","Yes",NA,NA,NA,"Commercial"
"1470",NA,"UnitedHealthcare Military & Veterans Services, LLC","ND","POS","Yes",NA,NA,NA,"Commercial"
"1570",NA,"Compass Rose Health Plan","ND","PPO","No",NA,NA,NA,"Commercial"
"996",4,"Sierra Health and Life Insurance Company, Inc. (CO,MT,ND,SD,UT,WY)
                                    
                                        
                                    

                                    
                                        CMS Contract: H2001","ND","PPO","Yes",3.5,4,3.5,"Medicare"
"1095",NA,"Medica Health Plans (MHP)
                                    
                                        
                                    

                                    
                                        CMS Contract: H2450","ND","HMO","No",NA,NA,NA,"Medicare"
"997",NA,"Sanford Health Plan
                                    
                                        
                                    

                                    
                                        Special Project: ND Medicaid Expansion","ND","HMO","No",NA,NA,NA,"Medicaid"
"998",4.5,"AultCare Insurance Company","OH","HMO","Yes",5,NA,NA,"Commercial"
"1096",4,"Paramount Insurance Company","OH","HMO","Yes",3.5,3.5,3.5,"Commercial"
"1190",3.5,"Aetna Life Insurance Company (Ohio)","OH","PPO/EPO","Yes",3.5,3,3.5,"Commercial"
"1284",3.5,"AultCare Corporation","OH","PPO","Yes",3.5,3,3,"Commercial"
"1382",3.5,"Community Insurance Company dba Anthem Blue Cross and Blue Shield in Ohio","OH","PPO/EPO","Yes",3.5,3,3,"Commercial"
"1471",3.5,"Humana Health Plan of Ohio, Inc.","OH","HMO/POS","Yes",NA,3.5,3,"Commercial"
"1571",3.5,"Medical Mutual of Ohio","OH","HMO/POS/PPO","Yes",3,3,3,"Commercial"
"1665",3.5,"Summa Insurance Company, Inc","OH","PPO","Yes",3,3,3,"Commercial"
"1760",3.5,"The Health Plan of the Upper Ohio Valley, Inc. dba The Health Plan","OH","HMO","Yes",3,3.5,3,"Commercial"
"1854",3.5,"UnitedHealthcare Insurance Company (Ohio)","OH","PPO","Yes",3,3,3,"Commercial"
"1952",3.5,"UnitedHealthcare Services, Inc. (Ohio)","OH","PPO","Yes",3,3,3,"Commercial"
"2046",3,"Aetna Health Inc. (Pennsylvania) - Ohio","OH","HMO/POS","Yes",2.5,2.5,3,"Commercial"
"2139",3,"Cigna Health and Life Insurance Company - Ohio","OH","HMO/POS/PPO","Yes",3,2,2.5,"Commercial"
"2233",3,"Connecticut General Life Insurance Company - Ohio","OH","HMO/POS/PPO","Yes",3,2,2.5,"Commercial"
"2330",NA,"Community Insurance Company dba Anthem Blue Cross and Blue Shield in Ohio","OH","HMO/POS","Yes",NA,2,NA,"Commercial"
"2426",NA,"Consumers Life Insurance Company","OH","HMO","Yes",NA,NA,NA,"Commercial"
"2522",NA,"HealthSpan Integrated Care","OH","HMO","No",NA,2,2,"Commercial"
"2618",NA,"Medical Health Insuring Corporation of Ohio (MHICO)","OH","HMO","Yes",NA,NA,NA,"Commercial"
"2715",NA,"Compass Rose Health Plan","OH","PPO","No",NA,NA,NA,"Commercial"
"999",4.5,"Aetna Life Insurance Company (Ohio)
                                    
                                        
                                    

                                    
                                        CMS Contract: H5521","OH","PPO","Yes",3.5,4,4,"Medicare"
"1097",4.5,"AultCare Health Insuring Corporation (AHIC) dba PrimeTime Health Plan
                                    
                                        
                                    

                                    
                                        CMS Contract: H3664","OH","HMO/POS","Yes",5,4,3.5,"Medicare"
"1191",4.5,"Paramount Care, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H3653","OH","HMO","Yes",4,4,4,"Medicare"
"1285",4,"Aetna Health Inc. (Pennsylvania) - Ohio
                                    
                                        
                                    

                                    
                                        CMS Contract: H3931","OH","HMO","Yes",3,4,3.5,"Medicare"
"1383",4,"Humana Wisconsin Health Organization Insurance Corporation (Ohio)
                                    
                                        
                                    

                                    
                                        CMS Contract: H6622","OH","HMO","Yes",3.5,3.5,3,"Medicare"
"1472",4,"Sierra Health and Life Insurance Company, Inc. (IN,MI,OH)
                                    
                                        
                                    

                                    
                                        CMS Contract: H2001","OH","PPO","Yes",3.5,4,3.5,"Medicare"
"1572",4,"SummaCare, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H3660","OH","HMO/POS","Yes",4,3.5,3.5,"Medicare"
"1666",4,"UnitedHealthcare of Wisconsin, Inc. - Ohio
                                    
                                        
                                    

                                    
                                        CMS Contract: H5253","OH","HMO/POS","Yes",NA,3.5,3.5,"Medicare"
"1761",3.5,"Coventry Health and Life Insurance Company (Iowa)
                                    
                                        
                                    

                                    
                                        CMS Contract: H1608","OH","PPO","No",4,3.5,3.5,"Medicare"
"1855",3.5,"Humana Insurance Company (Ohio)
                                    
                                        
                                    

                                    
                                        CMS Contract: H6609","OH","PPO","Yes",3.5,3.5,3,"Medicare"
"1953",3.5,"Mt. Carmel Health Plan, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H3668","OH","HMO","No",4.5,3.5,3,"Medicare"
"2047",3.5,"The Health Plan of the Upper Ohio Valley, Inc. dba The Health Plan
                                    
                                        
                                    

                                    
                                        CMS Contract: H3672","OH","HMO","Yes",4,3.5,2.5,"Medicare"
"2140",3,"Aetna Better Health of Ohio
                                    
                                        
                                    

                                    
                                        CMS Contract: H7172","OH","HMO","No (Scheduled)",2,2,3,"Medicare"
