"","rating","plan","state","type","ncqa","consumersat","prevention","treatment","instype"
"2640",2.5,"Soundpath Health","WA","HMO","No",3.5,2,2,"Medicare"
"2733",2.5,"UnitedHealthcare Insuranceʠ","WA","HMO","No",2,3,2.5,"Medicare"
"2827",2,"Molina Healthcare of Washingtonʠ","WA","HMO","No",1.5,2,2.5,"Medicare"
"2923",12,"12","WA","12","12",12,12,12,"Medicare"
"9133",3.5,"Community Health Plan of Washington","WA","HMO","Yes",2.5,3,3.5,"Medicaid"
"10131",3.5,"Molina Healthcare of Washington","WA","HMO","Yes",3,3,3,"Medicaid"
"11124",NA,"Columbia United Providers","WA","HMO","Yes (Interim)",NA,NA,NA,"Medicaid"
"12117",NA,"Coordinated Care Health","WA","HMO","Yes",NA,NA,NA,"Medicaid"
"13113",NA,"UnitedHealthcare Community Plan of Washington","WA","HMO","No (In process)",NA,2,2.5,"Medicaid"
"14109",NA,"AMERIGROUP Washington","WA","HMO","No (In process)",NA,NA,NA,"Medicaid"
"9134",4,"Health Plan of the Upper Ohio Valley","WV","HMO","Yes",4,3,3,"Commercial"
"10132",3.5,"Aetna Health (Pennsylvania) - West Virginia","WV","HMO/POS","Yes",3,3,3,"Commercial"
"11125",3,"Highmark West Virginia","WV","PPO","Yes",3,2.5,2.5,"Commercial"
"12118",3,"Optimum Choice","WV","HMO/POS","Yes",2.5,3,2,"Commercial"
"13114",2.5,"Aetna Life Insurance Company (West Virginia)","WV","PPO","Yes",4,2,NA,"Commercial"
"14110",NA,"Coventry Health Care of West Virginia","WV","HMO/POS","Yes",NA,NA,NA,"Commercial"
"15103",NA,"Special Agents Mutual Benefit Association","WV","PPO","No",3,NA,NA,"Commercial"
"1698",NA,"Compass Rose Health Plan","WV","PPO","No",NA,NA,NA,"Commercial"
"9135",4,"Aetna Life Insurance Company (Pennsylvania)","WV","PPO","Yes",3.5,3.5,3.5,"Medicare"
"10133",4,"Aetna Life Insurance Company (West Virginia)","WV","PPO","Yes",3.5,3.5,3.5,"Medicare"
"11126",4,"Health Plan of the Upper Ohio Valley (Hometown Region)","WV","HMO","Yes",4.5,3,3.5,"Medicare"
"12119",3.5,"Health Plan of the Upper Ohio Valley (SecureCare)","WV","HMO","Yes",3.5,3,3,"Medicare"
"13115",3.5,"HealthAmerica Advantra (H5522)","WV","PPO","No",3.5,3,3.5,"Medicare"
"14111",3.5,"Humana Insurance (Ohio)","WV","PPO","Yes",3.5,3.5,3,"Medicare"
"15104",3.5,"UnitedHealthcare Insurance","WV","PPO","Yes",3,3.5,3,"Medicare"
"1699",3,"Health Plan of the Upper Ohio Valley","WV","PPO","No",3.5,2.5,3,"Medicare"
"1791",3,"HealthAmerica Advantra (H8980)","WV","PPO","No",3.5,2.5,3,"Medicare"
"1887",3,"Highmark Senior Solutions Company","WV","PPO","Yes",2.5,3.5,2.5,"Medicare"
"1983",3,"Humana Insurance","WV","PPO","No",4,3,3,"Medicare"
"2076",NA,"Coventry Health Care of West Virginia","WV","HMO","No",NA,NA,2.5,"Medicare"
"9136",3.5,"Coventry Health Care of West Virginia","WV","HMO","Yes",3.5,2.5,2.5,"Medicaid"
"10134",3.5,"Health Plan of the Upper Ohio Valley","WV","HMO","Yes",3.5,3,2.5,"Medicaid"
"11127",3,"UNICARE Health Plan of West Virginia","WV","HMO","Yes",2,3,2.5,"Medicaid"
"9137",4.5,"Dean Health Plan","WI","HMO","Yes",4,4,4,"Commercial"
"10135",4.5,"Group Health Cooperative of South Central Wisconsin","WI","HMO","Yes",3,4.5,4.5,"Commercial"
"11128",4.5,"Gundersen Health Plan","WI","HMO","Yes",3.5,3.5,4,"Commercial"
"12120",4.5,"HealthPartners Administrators","WI","HMO/POS/PPO","Yes",4,4,4.5,"Commercial"
"13116",4.5,"Network Health Plan","WI","HMO/POS","Yes",3.5,4,4,"Commercial"
"14112",4.5,"Security Health Plan of Wisconsin","WI","HMO/POS","Yes",3.5,4.5,4,"Commercial"
"15105",4.5,"Unity Health Plans","WI","HMO/POS","Yes",3.5,4.5,4,"Commercial"
"16100",4,"Anthem Blue Cross and Blue Shield in Wisconsin","WI","HMO/POS","Yes",3,3.5,4,"Commercial"
"1792",4,"Group Health Cooperative of Eau Claire","WI","HMO","No",4,4,4,"Commercial"
"1888",4,"Humana Wisconsin Health Organization Insurance","WI","HMO/POS","Yes",3,3.5,3.5,"Commercial"
"1984",4,"Medica","WI","HMO/POS","Yes",3,3.5,4,"Commercial"
"2077",4,"Medica Insurance Company (MIC)","WI","PPO","Yes",3,3.5,4,"Commercial"
"2168",4,"Medica Self-Insured (MSI)","WI","PPO","Yes",3,3.5,4,"Commercial"
"2259",4,"Medical Associates Health Plans","WI","HMO/POS","Yes",4,3,4,"Commercial"
"2354",4,"MercyCare Insurance","WI","HMO","Yes",3.5,3.5,3.5,"Commercial"
"2449",4,"Physicians Plus Insurance","WI","HMO/POS","Yes",3,4,3.5,"Commercial"
"2544",4,"United HealthCare Services","WI","PPO","Yes",3.5,3,3.5,"Commercial"
"2641",4,"UnitedHealthcare Insurance","WI","PPO","Yes",3.5,3,3.5,"Commercial"
"2734",4,"UnitedHealthcare of Wisconsin","WI","HMO/POS","Yes",4,3,3.5,"Commercial"
"2828",3.5,"Aetna Life Insurance Company (Wisconsin)","WI","PPO","Yes",3,2.5,2.5,"Commercial"
"2924",12,"12","WI","12","12",12,12,12,"Commercial"
"9138",5,"Group Health Plan (Cost)","WI","HMO","Yes",4.5,4.5,4,"Medicare"
"10136",5,"Gundersen Health Plan","WI","HMO","Yes",5,4.5,4,"Medicare"
"11129",4.5,"Dean Health Plan","WI","HMO","No",5,4,4.5,"Medicare"
"12121",4.5,"Humana Wisconsin Health Organization Insurance","WI","HMO","Yes",3.5,3.5,4,"Medicare"
"13117",4.5,"Medical Associates Health Plans","WI","HMO","Yes",5,3.5,4,"Medicare"
"14113",4.5,"Network Health Insurance (NHIC)","WI","PPO","Yes",4.5,3.5,3.5,"Medicare"
"15106",4.5,"Security Health Plan of Wisconsin","WI","HMO/POS","Yes",4.5,4,4,"Medicare"
"16101",4.5,"UCare Wisconsin","WI","HMO/POS","Yes",4.5,3.5,3.5,"Medicare"
"1793",4,"Aetna Life Insurance Company (Pennsylvania)","WI","PPO","Yes",3.5,3.5,3.5,"Medicare"
"1889",4,"Aetna Life Insurance Company (Wisconsin)","WI","PPO","Yes",3.5,3.5,3.5,"Medicare"
"1985",4,"Humana Insurance (Wisconsin)","WI","PPO","Yes",3.5,4,3.5,"Medicare"
"2078",4,"Medica (Cost)","WI","HMO","No",4,3.5,4,"Medicare"
"2169",4,"UnitedHealthcare of Wisconsin","WI","HMO/POS","Yes",4,4,3.5,"Medicare"
"2260",3.5,"Care Wisconsin Health Plan (H5209)ʠ","WI","HMO","No",3,4,3.5,"Medicare"
"2355",3.5,"UnitedHealthcare Insurance","WI","PPO","Yes",3,3.5,3,"Medicare"
"2450",3,"Care Improvement Plus of Wisconsin","WI","PPO","No",3,3,3,"Medicare"
"2545",3,"Humana Insurance","WI","PPO","No",4,3,3,"Medicare"
"2642",3,"Independent Care Health Planʠ","WI","HMO","No",2.5,3,3,"Medicare"
"2735",2.5,"UnitedHealthcare Community Planʠ","WI","HMO","No",2.5,3,2.5,"Medicare"
"2829",NA,"Care Improvement Plus of Wisconsin","WI","HMO","No",NA,NA,NA,"Medicare"
"2925",12,"12","WI","12","12",12,12,12,"Medicare"
"9139",4.5,"Security Health Plan of Wisconsin","WI","HMO","Yes",4,3.5,4,"Medicaid"
"10137",3.5,"Unity Health Plans","WI","HMO","No",3.5,3.5,4,"Medicaid"
"11130",3,"Compcare Health Services Insurance Corporation","WI","HMO","No",3.5,2.5,3,"Medicaid"
"12122",3,"Managed Health Services","WI","HMO","Yes",3,2.5,3,"Medicaid"
"13118",3,"Molina Healthcare of Wisconsin","WI","HMO","Yes",3,2.5,2.5,"Medicaid"
"14114",2.5,"Children's Community Health Plan","WI","HMO","No (Scheduled)",2.5,3,2,"Medicaid"
"15107",NA,"Dean Health Plan","WI","HMO","No",NA,3.5,4,"Medicaid"
"16102",NA,"Group Health Cooperative of Eau Claire (BadgerCare Plus)","WI","HMO","No",NA,3,3.5,"Medicaid"
"1794",NA,"Group Health Cooperative of Eau Claire (CompCare Wisconsin)","WI","HMO","No",NA,2.5,3.5,"Medicaid"
"1890",NA,"Gundersen Health Plan","WI","HMO","No",NA,3,3.5,"Medicaid"
"1986",NA,"Health Tradition Health Plan","WI","HMO","No",NA,NA,NA,"Medicaid"
"2079",NA,"Independent Care Health Plan","WI","HMO","No",NA,NA,NA,"Medicaid"
"2170",NA,"MercyCare Insurance","WI","HMO","No",NA,3.5,3.5,"Medicaid"
"2261",NA,"Network Health Plan (BadgerCare Plus)","WI","HMO","No",NA,2.5,2.5,"Medicaid"
"2356",NA,"Physicians Plus Insurance","WI","HMO","No",NA,NA,NA,"Medicaid"
"2451",NA,"UnitedHealthcare Community Plan","WI","HMO","No",3.5,NA,NA,"Medicaid"
"2546",NA,"Network Health Plan (SSI)","WI","HMO","No",NA,NA,NA,"Medicaid"
"9140",3.5,"Altius Health Plans","WY","HMO/POS","Yes",3,2.5,3,"Commercial"
"10138",2.5,"United HealthCare Services","WY","PPO","Yes",2.5,1.5,1.5,"Commercial"
"11131",2.5,"UnitedHealthcare Insurance","WY","PPO","Yes",2.5,1.5,1.5,"Commercial"
"12123",NA,"Aetna Life Insurance Company (ND/SD/WY/MT)","WY","PPO","Yes",NA,NA,NA,"Commercial"
"13119",NA,"Special Agents Mutual Benefit Association","WY","PPO","No",3,NA,NA,"Commercial"
"14115",NA,"WINhealth Partners","WY","HMO","Yes",1.5,NA,NA,"Commercial"
"15108",NA,"Compass Rose Health Plan","WY","PPO","No",NA,NA,NA,"Commercial"
"9141",4,"Aetna Life Insurance Company (Pennsylvania)","WY","PPO","Yes",3.5,3.5,3.5,"Medicare"
"10139",3.5,"UnitedHealthcare Insurance","WY","PPO","Yes",3,3.5,3,"Medicare"
"190",NA,"[ No Data Submitted for Accounts ]","WY","[ No Data Submitted for Accounts ]","[ No Data Submitted for Accounts ]",NA,NA,NA,"Medicaid"
