"","rating","plan","state","type","ncqa","consumersat","prevention","treatment","instype"
"2910",123,"123","NY","123","123",123,123,123,"Medicare"
"992",4.5,"Capital District Physicians' Health Plan, Inc. (CDPHP)","NY","HMO","Yes",4,4,4,"Medicaid"
"1091",4,"Excellus BlueCross BlueShield","NY","HMO","Yes",3,4,3.5,"Medicaid"
"1185",4,"HealthNow New York, Inc.","NY","HMO","Yes",2.5,3.5,3.5,"Medicaid"
"1279",4,"HealthPlus HP, LLC","NY","HMO","Yes",2,4,4,"Medicaid"
"1377",4,"UnitedHealthcare of New York, Inc. d/b/a/UnitedHealthcare Community Plan","NY","HMO","Yes",2.5,3,4,"Medicaid"
"1471",3.5,"Independent Health Association, Inc.","NY","HMO","No",3.5,3.5,3.5,"Medicaid"
"1567",3.5,"WellCare of New York, Inc.","NY","HMO","Yes",1.5,4,3.5,"Medicaid"
"1661",3,"YourCare Health Plan (formerly Univera Community Health)","NY","HMO","No",3.5,3,3,"Medicaid"
"1757",NA,"New York State Catholic Health Plan, Inc.","NY","HMO","No (In process)",NA,NA,NA,"Medicaid"
"993",3.5,"Aetna Health Inc. (Pennsylvania) – North Carolina dba Coventry Health Care of the Carolinas, Inc.","NC","HMO/POS","Yes",4,3.5,2.5,"Commercial"
"1092",3.5,"Blue Cross Blue Shield of North Carolina","NC","PPO","Yes",3,3,2.5,"Commercial"
"1186",3.5,"Blue Cross Blue Shield of North Carolina","NC","POS","Yes",2,3,2.5,"Commercial"
"1280",3.5,"Cigna Health and Life Insurance Company - North Carolina","NC","PPO","Yes",3.5,3.5,3,"Commercial"
"1378",3.5,"Connecticut General Life Insurance Company - North Carolina","NC","PPO","Yes",3.5,3.5,3,"Commercial"
"1472",3.5,"United Healthcare Services, Inc  (North Carolina)","NC","PPO","Yes",2.5,3,3,"Commercial"
"1568",3.5,"UnitedHealthcare Insurance Company (North Carolina)","NC","PPO","Yes",2.5,3,3,"Commercial"
"1662",3,"Aetna Life Insurance Company (North Carolina)","NC","PPO","Yes",3.5,2.5,2,"Commercial"
"1758",NA,"Aetna Health Inc. (Pennsylvania) - North Carolina","NC","HMO/POS","Yes",NA,NA,NA,"Commercial"
"1851",NA,"Cigna HealthCare of North Carolina, Inc.","NC","HMO/POS","Yes",NA,NA,NA,"Commercial"
"1949",NA,"Compass Rose Health Plan","NC","PPO","No",NA,NA,NA,"Commercial"
"994",4,"Aetna Health Inc. (Pennsylvania) - North Carolina
                                    
                                        
                                    

                                    
                                        CMS Contract: H3931","NC","HMO","Yes",3.5,3.5,3.5,"Medicare"
"1093",4,"Aetna Life Insurance Company (North Carolina)
                                    
                                        
                                    

                                    
                                        CMS Contract: H5521","NC","PPO","Yes",4,4,3.5,"Medicare"
"1187",4,"FirstCarolinaCare Insurance Company
                                    
                                        
                                    

                                    
                                        CMS Contract: H6306","NC","HMO","No",4.5,4,3.5,"Medicare"
"1281",4,"UnitedHealthcare of Wisconsin, Inc.(South)-KY/NC/TN/VA H5253
                                    
                                        
                                    

                                    
                                        CMS Contract: H5253","NC","HMO/POS","Yes",4,4,3,"Medicare"
"1379",3,"Coventry Health and Life Insurance Company (Iowa)
                                    
                                        
                                    

                                    
                                        CMS Contract: H1608","NC","PPO","No",3.5,3.5,3,"Medicare"
"1473",3,"Humana Benefit Plan of Illinois, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H5525","NC","PPO","No",3.5,3,3,"Medicare"
"1569",3,"Humana Insurance Company
                                    
                                        
                                    

                                    
                                        CMS Contract: R5826","NC","PPO","No",3.5,2.5,3,"Medicare"
"1663",2.5,"Blue Cross Blue Shield of North Carolina
                                    
                                        
                                    

                                    
                                        CMS Contract: H3449","NC","HMO","No",3,3,2.5,"Medicare"
"1759",2.5,"Blue Cross Blue Shield of North Carolina
                                    
                                        
                                    

                                    
                                        CMS Contract: H3404","NC","PPO","No",NA,3,2.5,"Medicare"
"1852",NA,"Cigna HealthCare of North Carolina, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H9725","NC","HMO","No",NA,NA,2.5,"Medicare"
"1950",NA,"FirstCarolinaCare Insurance Company
                                    
                                        
                                    

                                    
                                        CMS Contract: H8064","NC","PPO","No",NA,2.5,3,"Medicare"
"2042",NA,"Gateway Health Plan, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H9190","NC","HMO","No",NA,0.5,2,"Medicare"
"2138",NA,"Sierra Health and Life Insurance Company, Inc. (NC)
                                    
                                        
                                    

                                    
                                        CMS Contract: H2001","NC","PPO","Yes",NA,3.5,3,"Medicare"
"2233",NA,"UnitedHealthcare Insurance Company (AL,FL,GA,KY,MS,NC,SC,TN)
                                    
                                        
                                    

                                    
                                        CMS Contract: H2228","NC","PPO","Yes",NA,1.5,2.5,"Medicare"
"2329",NA,"UnitedHealthcare Insurance Company (MA/RI)
                                    
                                        
                                    

                                    
                                        CMS Contract: H2228","NC","PPO","Yes",NA,1.5,2.5,"Medicare"
"150",NA,"[ No Data Submitted for Accounts ]","NC","[ No Data Submitted for Accounts ]","[ No Data Submitted for Accounts ]",NA,NA,NA,"Medicaid"
"995",4,"Medica Health Plans (MHP)","ND","HMO/POS","Yes",3,3.5,4,"Commercial"
"1094",4,"Medica Insurance Company (MIC)","ND","PPO","Yes",3,3.5,4,"Commercial"
