"","rating","plan","state","type","ncqa","consumersat","prevention","treatment","instype"
"1084",4,"Aetna Life Insurance Company (New Jersey)
                                    
                                        
                                    

                                    
                                        CMS Contract: H5521","NJ","PPO","Yes",3.5,4,3.5,"Medicare"
"1180",4,"Aetna Life Insurance Company (Regional NJ)
                                    
                                        
                                    

                                    
                                        CMS Contract: R6694","NJ","PPO","Yes",3.5,3.5,3.5,"Medicare"
"1274",4,"Sierra Health and Life Insurance Company, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H5652","NJ","HMO/POS","No",3.5,4.5,4,"Medicare"
"1370",4,"Sierra Health and Life Insurance Company, Inc. (NJ)
                                    
                                        
                                    

                                    
                                        CMS Contract: H2001","NJ","PPO","Yes",4,5,3.5,"Medicare"
"1467",3.5,"UnitedHealthcare Insurance Company (NJ,NY)
                                    
                                        
                                    

                                    
                                        CMS Contract: H2228","NJ","PPO","Yes",3,3.5,3,"Medicare"
"1567",3,"Care Improvement Plus South Central Insurance Company
                                    
                                        
                                    

                                    
                                        CMS Contract: H5322","NJ","HMO/POS","No",3.5,3.5,2.5,"Medicare"
"1664",3,"Horizon Insurance Company
                                    
                                        
                                    

                                    
                                        CMS Contract: H3154","NJ","HMO","Yes",3,3,2.5,"Medicare"
"1762",3,"WellCare Health Plans of New Jersey, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H0913","NJ","HMO","Yes",2,2,2.5,"Medicare"
"1856",2.5,"Clover Insurance Company
                                    
                                        
                                    

                                    
                                        CMS Contract: H5141","NJ","PPO","No",2.5,2.5,2.5,"Medicare"
"1952",2.5,"Oxford Health Plans of New Jersey (Medicare) †
                                    
                                        
                                    

                                    
                                        CMS Contract: H3113","NJ","HMO","No",2,3,3,"Medicare"
"2047",NA,"Geisinger Quality Options
                                    
                                        
                                    

                                    
                                        CMS Contract: H9412","NJ","PPO","No",NA,0,NA,"Medicare"
"2143",NA,"Horizon Insurance Company
                                    
                                        
                                    

                                    
                                        CMS Contract: H7971","NJ","PPO","Yes",NA,1,2,"Medicare"
"2239",NA,"UnitedHealthcare Insurance Company (CT)
                                    
                                        
                                    

                                    
                                        CMS Contract: H0710","NJ","PPO","No",NA,1.5,3,"Medicare"
"2331",NA,"Amerigroup New Jersey, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H3240","NJ","HMO","No",NA,NA,NA,"Medicare"
"986",3.5,"AmeriChoice of New Jersey, Inc. dba UnitedHealthcare Community Plan (NJ)","NJ","HMO","Yes",3,3,3.5,"Medicaid"
"1085",3.5,"Amerigroup New Jersey, Inc.","NJ","HMO","Yes",2.5,3,3,"Medicaid"
"1181",3.5,"WellCare Health Plans of New Jersey, Inc.","NJ","HMO","Yes",2.5,2.5,3,"Medicaid"
"1275",2.5,"Horizon Healthcare of New Jersey, Inc. d/b/a Horizon NJ Health","NJ","HMO","Yes",2.5,2.5,2,"Medicaid"
"1371",2,"Aetna Better Health of New Jersey","NJ","HMO","Yes (Interim)",2,2,1.5,"Medicaid"
"987",3.5,"Presbyterian Health Plan, Inc.","NM","HMO/POS/PPO","Yes",2.5,3,3,"Commercial"
"1086",3,"Blue Cross and Blue Shield of New Mexico","NM","HMO/PPO","Yes",2.5,3,2.5,"Commercial"
"1182",3,"United Healthcare Services, Inc  (New Mexico)","NM","PPO","Yes",1.5,2.5,2.5,"Commercial"
"1276",3,"UnitedHealthcare Insurance Company (New Mexico)","NM","PPO","Yes",1.5,2.5,2.5,"Commercial"
"1372",2.5,"Aetna Life Insurance Company (New Mexico)","NM","PPO/EPO","Yes",2,2,2,"Commercial"
"1468",2.5,"Presbyterian Insurance Company","NM","PPO","Yes",2,2.5,2.5,"Commercial"
"1568",2,"Cigna Health and Life Insurance Company - New Mexico","NM","PPO","Yes",1.5,1,2,"Commercial"
"1665",1.5,"American Postal Workers Union Health Plan","NM","PPO","No",4,0.5,1.5,"Commercial"
"1763",NA,"Blue Cross and Blue Shield of New Mexico, a Division of Health Care Service Corporation (FEP)
                                    
                                        
                                    

                                    
                                        Special Project: Federal Employee Program","NM","PPO","Yes",NA,NA,NA,"Commercial"
"1857",NA,"New Mexico Health Connections","NM","PPO","Yes",NA,NA,NA,"Commercial"
"1953",NA,"New Mexico Health Connections","NM","HMO","Yes",NA,NA,NA,"Commercial"
"2048",NA,"UnitedHealthcare Military & Veterans Services, LLC","NM","POS","Yes",NA,NA,NA,"Commercial"
"2144",NA,"Compass Rose Health Plan","NM","PPO","No",NA,NA,NA,"Commercial"
"2240",NA,"Government Employees Health Association, Inc.","NM","PPO","No",NA,NA,NA,"Commercial"
"2332",NA,"National Association of Letter Carriers Health Benefit Plan","NM","PPO","No",NA,NA,NA,"Commercial"
"2425",NA,"Special Agents Mutual Benefit Association","NM","PPO","No",NA,NA,NA,"Commercial"
"2522",NA,"True Health New Mexico, Inc.","NM","HMO","No (In process)",NA,NA,NA,"Commercial"
"988",4,"Aetna Life Insurance Company (New Mexico)
                                    
                                        
                                    

                                    
                                        CMS Contract: H5521","NM","PPO","Yes",3.5,4,3.5,"Medicare"
"1087",4,"Presbyterian Health Plan, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H3204","NM","HMO","Yes",3.5,3.5,3.5,"Medicare"
